ID	payment_type	power_consumption	HHH	HGEW	MTREG0G	MTKAU0G	MTSTR0G	MTBEB0G	MTSTA0G	MTBON0G	MTADE0G	MTALT0G	MTFAM0G	MTKDI0G	MTKLE0G	MTKKL0G	MTKGB0G	MTKGL0G	SCMWGR2	SCMWGR3	SCMWGR4	SCMWGR5	SCMWGR6	SCMWGR7	SCMWGR21	SCMWGR22	PHARM1	PHARM2	PHARM3	PHARM4	PHARM5	PHARM6	canceler
17686	1	1175	3	0	14	-9	4	2	1	4	7	4	4	10	2	0	4	0	3	5	1	1	1	3	1	2	7	4	6	4	1	6	no
27484	1	0	16	29	13	-2	2	5	9	8	7	3	3	2	4	6	3	0	1	1	1	2	2	1	5	1	4	5	3	1	6	1	no
23333	2	968																															no
16277	2	1796	3	0	14	-7	1	2	6	1	8	6	1	9	2	3	1	2		4			3				7	2	7	4	1	5	no
24749	1	2026	3	1	15	-7	3	2	9	4	8	4	8	9	1	6	6	1	4	3	4	3	1	3	4	2	7	1	7	2	2	2	no
31154	2	2331	73	3	13	-6	3	5	7	2	4	7	1	1	1	3	1	0	1	5	1	2	5	5	5	1	7	2	5	4	1	5	no
27745	2	204	1	0	16	-8	1	1	1	1	9	6	5	10	2		6	1	1	1	1	5	5	1	3	3	7	1	5	3	5	6	no
2854	2	4122	8	0	12	-6	1	3	2	2	8	5	2	3	1	0	9	0	1	5	5	1	2	5	3	4	3	1	6	2	1	2	no
27820	2	2284	10	0	16	-8	1	4	3	8	5	3	4	10	4	0	2	2	3	4	2	5	4	5	3	3	1	1	6	7	2	5	yes
25007	2	17	1	2	14	-5	3	1	8	4	7	4	6	8	1	0	5	0	5	1	1	5	5	4	2	4	7	6	7	7	5	6	no
1335	2	1654	2	0	13	-7	3	1	3	7	9	3	5	6	1	3	9	2	3	3	3	3	1	1	2	1	6	1	4	3	1	5	no
28030	2	2894	9	0	13	-9	1	3	2	3	4	3	2	8	1	3	4	0	2	4	2	3	1	5	1	2	2	2	5	2	1	6	yes
3446	2	2160	1	0	16	-9	3	1	2	1	9	5	6	8	2	0	2	3	5	5	4	2	5	3	1	3	6	2	1	5	6	6	no
37391	2	2328	5	0	16	-7	1	2	1	7	9	4	4	9	1	0	7	0	2	1	3	4	1	1	1	3	1	1	6	7	1	4	yes
17576	2	1493	1	0	16	-7	2	1	7	5	9	4	5	9	5	3	5	0	5	5	4	3	1	4	5	2	4	1	3	2	2	6	no
30713	2	981	4	0	13	-5	1	2	7	4	5	4	5	10	4	0	4	2	5	1	5	5	4	5	3	3	7	1	4	2	1	5	no
33774	1	3520	1	0	13	-2	1	1	3	1	8	4	6	10	3	6	2	0	4	1	2	5	5	2	3	4	6	5	3	2	6	3	no
31757	2	4602	3	0	15	-4	1	2	6	8	7	5	3	9	4	3	3	0	1	1	3	5	2	3	1	2	5	2	3	4	5	6	no
18373	2	1579	2	1	15	-8	3	1	9	7	4	4	5	10	3	0	4	1	3	2	2	5	2	3	5	2	2	6	7	1	2	6	no
7402	2	3749	2	1	14	-8	1	1	1	2	7	4	9	9	1	3	8	2	1	3	3	1	3	3	5	5	4	1	1	3	6	7	no
29237	1	2494	7	0	13	-5	1	3	7	2	9	5	2	7	1		3	0															yes
21940	1	285	3	2	14	-6	4	2	2	5	1	4	7	5	1	6	3	0	2	4	2	4	5	2	5	1	1	7	7	1	2	6	no
13482	1	4998	1	0	13	-6	1	1	3	2	8	6	5	9	2	0	8	2	2	1	1	1	5	3	1	5	7	2	1	5	4	5	no
33219	2	1103	1	1	15	-6	2	1	8	1	8	5	7	9	3	3	6	1	5	3	2	2	3	5	4	2	1	1	6	1	1	3	no
9126	2	3038	1	0	16	-9	1	1	3	8	4	6	6	9	1	0	5	2	5	3	3	4	1	2	2	2	7	2	5	4	5	3	no
5599	2	3397	1	0	16	-3	1	1	2	8	7	3	7	1	7		5	2															no
1135	2	1673	2	0	16	-9	3	1	3	3	7	5	9	9	1	6	5	2	4	3	1	2	5	5	2	5	7	2	1	5	5	6	no
29813	1	3750	1	0	16	-9	1	1	5	1	8	5	8	10	1		8	0															yes
5354	2	3651	1	0	16	-3	3	1	8	2	9	6	7	9	2	3	3	1	2	4	3	2	3	5	3	4	5	1	3	1	5	7	yes
25669	1	382	5	0	14	-7	1	2	1	7	9	5	5	10	4	0	6	2	5	2	4	5	1	2	1	4	3	1	4	6	6	6	no
14424	2	6139	1	0	14	-9	4	1	9	2	9	6	8	8	1	3	5	2	2	1	3	1	1	3	4	3	7	6	5	2	5	5	no
28801	2	1354	5	0	13	-4	4	2	8	3	5	6	6	7	4	0	7	2	3	3	5	1	4	4	5	3	6	4	6	3	1	6	no
12770	2	3960																															yes
18119	2	2638																															no
20729	1	915	1	0	14	-8	1	1	1	1	8	6	5	6	1	0	9	0	5	5	4	5	2	5	2	3	3	1	1	6	5	6	no
14713	1	1829	1	0	16	-7	1	1	1	9	4	3	4	3	2	3	6	0	4	1	5	3	1	1	3	5	2	1	7	7	1	7	no
25736	2	269	5	0	16	-5	1	2	1	9	6	4	3	10	2	3	6	1	1	4	1	4	2	3	1	3	6	1	6	4	1	1	no
28915	2	2511	1	0	14	-7	1	1	1	1	9	5	4	5	1	0	4	2	3	2	3	1	4	4	5	5	7	1	1	4	6	7	no
9088	2	2153	5	0	14	-5	1	2	2	4	9	5	5	10	2	0	6	2	1	1	5	1	1	1	2	1	5	2	1	5	3	6	no
10466	1	1821	1	0	12	-8	1	1	3	7	5	3	9	8	2	0	5	1	3	3	4	5	1	4	5	3	6	3	1	6	1	2	no
36604	2	827	4	0	13	-5	1	2	4	2	7	5	3	3	2	3	1	0	2	4	4	2	1	3	4	4	6	1	6	3	2	3	no
3397	1	0	4	1	13	-6	3	2	8	9	9	4	8	6	5	0	5	1	5	2	5	4	5	2	3	5	6	1	1	2	6	7	no
16198	2	2041	3	1	16	-7	2	2	8	6	8	5	7	5	1	3	9	0	4	1	3	4	5	2	1	2	1	2	1	2	1	7	yes
5132	1	3436																															no
19680	2	1012	22	2	15	-5	1	5	8	5	8	5	1	5	1	0	5	0	4	1	1	5	2	1	5	3	1	5	7	6	5	5	no
7323	2	1140	6	0	15	-8	1	3	2	6	4	4	1	6	1	0	8	0	2	5	2	2	1	5	3	3	2	1	7	7	5	4	no
18021	1	4784	1	0	14	-4	3	1	8	4	7	3	7	4	1	0	9	2									7	3	1	7	1	3	no
13948	1	1678	5	2	12	-2	1	3	9	6	5	2	6	8	6		2	2															no
13302	2	6737	1	0	14	-5	4	1	6	6	8	6	2	9	1	0	4	0	1	5	4	5	1	2	5	2	4	3	6	7	1	7	no
7013	1	2588	5	0	16	-8	1	2	1	3	4	3	6	9	2	0	6	0	4	4	4	5	1	3	3	3	2	1	7	7	2	6	no
1486	1	0	1	0	14	-5	3	1	5	4	5	3	6	9	1	0	8	2	1	1	4	2	1	3	5	5	4	3	3	5	1	3	no
10603	2	1931	1	0	12	-6	3	1	5	7	5	5	8	10	3		4	1															no
29773	2	3197	1	0	13	-5	3	1	4	6	8	4	6	3	9	0	3	3	1	1	5	4	1	2	3	3	7	3	1	6	3	5	yes
30264	2	2298	4	0	12	-2	1	2	8	2	9	6	4	8	2	6	2	0	2	4	5	3	3	3	5	5	1	3	7	1	2	5	no
30905	2	4761	3	0	15	-5	1	2	5	6	2	4	7	3	3	0	9	3	2	5	5	1	1	2	5	4	7	2	3	5	5	4	no
27228	2	1064	1	0	14	-9	1	1	1	1	8	5	6	8	1	3	4	1	1	1	5	1	2	3	4	2	6	2	1	4	6	6	no
13281	1	4330	1	0	15	-5	1	1	4	4	3	4	7	4	1		4	0															yes
10477	2	1435	6	0	16	-5	4	3	3	3	8	6	5	5	1	0	2	0	2	1	1	2	1	2	3	4	1	1	1	1	3	7	no
18520	1	4789	1	0	14	-7	3	1	5	1	9	6	6	10	1	0	4	0		1			4				7	3	7	5	1	6	no
2719	1	4882	1	0	14	-7	1	1	3	1	3	4	8	10	1		8	0															no
342	1	1163	5	0	14	-7	1	2	4	4	5	4	3	9	2	0	7	2	3	1	2	5	2	5	2	2	4	1	7	4	2	7	yes
37226	2	4944																															no
22681	2	3492	8	0	12	-4	1	3	8	3	7	4	5	4	7	0	1	0	3	1	4	2	3	5	1	2	5	1	4	5	4	6	no
20	2	814	2	1	16	-9	4	1	2	6	6	4	9	9	1	3	8	0	5	4	1	5	3	5	1	3	1	1	2	1	7	7	no
35913	1	220	3	0	16	-8	1	2	3	3	8	5	3	9	1	3	3	0	5	2	3	4	2	5	5	1	2	2	1	4	6	6	no
37623	1	3795	1	0	12	-6	4	1	4	4	7	3	8	6	2	3	8	1	1	5	5	3	1	2	4	1	5	4	7	5	1	1	no
8847	2	5891	1	0	16	-8	1	1	4	7	8	4	4	5	2		2	0															no
17934	2	692	3	0	16	-8	3	2	4	3	8	6	3	3	3	0	4	0	1	5	3	5	1	3	5	1	3	7	7	5	1	5	no
28	2	942	1	0	16	-9	1	1	1	4	6	5	8	5	2	0	5	2	2	5	4	4	3	2	3	1	5	1	4	6	5	5	no
2349	2	4332	1	0	16	-8	1	1	1	6	7	4	4	9	1		3	2															no
16705	2	2493	1	0	12	-3	1	1	8	4	8	4	8	5	2	6	3	0	5	4	1	5	3	2	3	2	5	1	7	3	1	1	no
7577	1	4620	2	0	16	-9	1	1	1	2	3	3	6	10	3	3	6	1	5	5	3	2	1	5	1	5	4	1	3	1	5	7	yes
30632	1	4282	1	1	16	-9	1	1	3	1	9	6	9	9	5	3	1	3	2	5	5	4	4	3	1	3	7	2	1	4	6	7	yes
10402	2	357	2	0	14	-8	1	1	3	1	7	6	3	5	1		6	0															no
22850	2	2776	1	0	12	-9	3	1	7	4	8	3	7	10	1	3	1	0	5	5	3	5	5	5	1	1	6	2	1	4	5	7	no
28159	2	2092	2	0	15	-5	2	1	9	6	9	4	3	6	4	0	6	0	5	1	3	4	2	5	5	4	7	1	3	7	2	7	no
36325	2	1314	1	0	16	-6	1	1	2	1	8	5	5	9	1	0	6	1	1	1	3	2	1	1	4	1	5	2	1	5	5	6	no
11459	1	2193	3	1	16	-7	1	2	4	2	7	5	4	8	1	3	4	1	4	3	4	5	3	3	1	4	6	2	2	4	4	5	yes
14397	2	2734	5	0	15	-6	1	2	6	9	9	4	7	6	3	0	5	0	1	3	5	1	1	2	1	1	6	1	6	5	5	2	no
24090	2	4761	1	0	16	-8	4	1	4	9	3	2	9	10	2	0	2	0	5	4	1	5	4	5	2	3	6	2	7	4	3	6	no
25888	1	1804	1	0	16	-7	2	1	9	4	7	3	9	4	1	6	2	0	4	4	5	5	4	3	1	1	1	1	1	1	7	7	no
22188	1	2176	2	3	13	-7	2	2	8	8	1	3	8	5	7	0	9	0	5	5	3	4	2	4	5	3	1	2	1	1	1	7	no
3630	1	5329	1	0	14	-9	3	1	6	1	6	4	7	10	1		6	1															yes
25434	1	937	8	0	13	-6	1	3	7	7	5	4	1	5	5	6	6	1	4	1	1	1	2	2	2	1	2	5	1	2	7	5	no
15596	2	1982	3	0	16	-8	1	2	1	9	4	2	6	10	1	3	4	0	3	4	4	5	1	2	4	1	5	1	1	2	7	7	yes
16261	1	856	6	0	15	-5	1	3	2	6	6	5	6	10	2	3	8	0	3	4	3	2	4	4	1	4	5	4	4	4	5	5	no
17104	1	1506	4	0	16	-8	1	2	1	6	2	4	1	2	2	0	3	0	5	5	5	2	1	1	4	1	4	2	5	1	1	7	no
23800	2	365	1	0	15	-6	1	1	2	2	6	3	4	8	2	0	7	1	5	1	4	5	3	2	3	5	5	6	7	4	4	4	no
37309	1	388	1	0	16	-8	3	1	3	5	9	3	6	7	1	3	8	0	2	1	2	5	1	1	1	1	2	4	7	6	4	7	no
15969	1	2354	1	0	13	-3	1	1	4	1	3	4	7	9	2	0	7	2	1	1	4	3	1	2	1	3	6	7	7	4	6	2	no
29337	2	2221	1	0	12	-6	1	1	5	4	7	4	6	6	5	6	5	0	2	1	4	4	1	3	1	3	7	2	1	5	2	5	no
20970	2	2484	9	0	15	-9	1	3	1	7	8	3	3	7	3	0	2	1	4	5	2	2	1	4	2	3	5	2	5	1	1	6	no
9949	2	1600	9	0	12	-2	1	3	6	2	8	6	2	2	1		4	0															no
15350	1	3000	1	0	15	-6	1	1	7	3	9	6	7	9	3	0	3	1	2	5	4	5	1	1	5	1	2	2	7	1	1	6	no
22552	2	2851	6	0	16	-5	1	3	1	4	7	4	2	6	4	0	2	0	3	5	5	1	3	4	1	2	2	1	7	4	2	5	no
26024	2	4055																															no
13668	2	2346	4	0	14	-5	1	2	2	3	7	4	4	10	3	0	2	0	3	2	3	5	1	3	2	1	5	2	7	4	2	6	no
5648	2	1395	8	0	14	-6	1	3	7	2	6	4	3	10	2		2	0															no
4813	1	223	5	2	11	-3	2	3	8	5	9	3	6	2	4	0	4	0	3	2	2	5	4	5	4	3	4	2	7	4	2	2	no
5508	2	2349	1	1	16	-8	3	1	6	2	2	5	7	10	2	0	7	1	4	1	3	1	1	3	4	1	2	2	3	5	6	5	no
21653	2	3037	1	0	16	-8	1	1	7	1	8	6	4	10	1	6	3	3	5	4	3	2	1	2	4	4	7	1	7	2	1	5	yes
14619	2	2086																															yes
33981	1	3206	1	1	12	-2	3	1	9	5	7	4	9	7	5	3	7	0	5	5	1	5	5	5	4	4	6	3	7	5	1	6	no
2037	2	1641	3	1	16	-7	3	2	4	9	8	2	5	3	6		9	0															no
23713	2	1344	3	0	13	-2	1	2	7	8	5	3	4	3	1	3	3	0	3	1	2	1	2	2	3	4	1	1	2	3	3	7	no
37474	2	3696																															no
16447	2	3315																															no
8936	1	1865	2	0	14	-8	1	1	5	1	6	5	4	3	4	3	1	0	2	5	5	5	1	1	1	4	7	1	3	4	6	6	no
34170	1	3708	3	0	16	-8	1	2	3	3	5	6	7	8	2	0	4	2	1	1	5	1	1	1	4	2	7	1	7	4	3	7	no
8074	2	1310	6	0	14	-8	1	3	4	1	9	7	4	4	2	3	1	1	5	5	2	5	5	5	5	4	5	1	6	2	2	4	no
31417	2	1976																															no
209	2	324	6	0	16	-6	1	3	1	1	6	6	5	5	3	6	2	0	1	2	5	2	3	5	2	3	3	1	3	5	3	5	no
35878	1	1522	10	1	13	-7	2	4	8	7	7	5	2	6	2	6	2	2	1	4	4	3	1	1	1	1	6	6	7	5	4	2	no
20499	2	962	4	0	16	-8	3	2	1	4	6	5	3	8	5	0	8	0	3	2	4	4	4	5	2	3	2	1	7	7	3	6	no
34944	2	3401	1	0	16	-9	1	1	1	3	5	5	6	10	1	3	8	1	2	3	3	3	5	1	4	1	1	2	1	1	7	6	no
16656	2	6352	2	1	13	-7	1	1	4	4	6	4	8	10	1		4	3															no
35743	2	1091	5	0	16	-7	1	2	2	3	4	4	1	3	3	0	4	0	2	2	1	3	2	4	5	1	5	1	3	1	2	7	no
6012	2	743	7	0	12	-2	1	3	8	4	6	6	2	3	4	3	1	2	2	3	5	2	1	5	4	5	1	5	6	6	5	2	no
8625	2	1306	5	0	13	-5	1	2	2	5	3	1	4	1	1		9	0															no
5691	1	1251																															no
15746	2	288	1	0	12	-6	3	1	6	1	8	5	9	9	5	3	2	2	5	5	1	2	4	5	2	4	7	2	7	4	1	2	no
34303	1	562	1	0	12	-7	4	1	3	5	3	5	6	10	3	3	2	0	5	5	4	3	5	3	3	5	7	2	1	4	4	6	no
36173	2	24	2	0	16	-9	1	1	1	1	7	5	5	10	1	3	7	1	2	1	5	4	1	1	4	2	7	1	7	3	4	6	no
29544	1	1585	3	0	14	-6	1	2	1	1	4	5	6	8	1	0	2	0	1	1	5	1	1	2	1	1	2	1	4	5	5	7	no
28071	1	5511	0	1	13	-3	1	0	4	6	4	4	7	10	2	0	4	1	3	4	4	2	5	5	4	5	6	1	3	1	6	6	yes
2426	1	2128	1	0	12	-8	1	1	2	7	5	4	4	5	1		7	0															no
22529	2	2460	1	0	16	-6	1	1	2	2	8	4	9	5	2	3	4	0	5	1	2	5	1	2	1	2	7	2	1	4	3	6	no
33859	2	3974	1	0	15	-4	4	1	6	4	6	4	7	10	2	0	5	1	5	5	5	4	4	4	3	3	1	1	7	1	7	7	no
2129	1	1487																															no
20116	2	5268	1	0	16	-6	1	1	3	6	4	5	3	10	3	0	7	2	4	5	4	1	3	2	4	2	5	2	7	4	3	6	no
18683	1	295	2	0	15	-4	4	1	5	7	8	2	5	6	2	0	3	0	5	5	1	5	1	1	1	3	4	1	3	7	1	7	no
2537	1	3478	2	0	14	-5	4	1	5	1	1	6	5	4	1	0	3	0	5	5	1	4	5	2	4	3	4	1	3	1	4	6	no
2600	2	657	7	0	16	-7	1	3	1	3	4	5	2	3	5	3	9	2	2	2	1	4	1	3	4	1	2	1	2	2	4	6	no
37230	2	1926	2	1	16	-8	3	1	5	3	6	5	3	8	2	0	4	2	1	1	5	1	3	5	3	2	5	1	7	4	2	6	no
10018	2	859	1	0	15	-4	1	1	4	1	9	6	6	9	7	0	1	2	1	1	5	2	2	1	4	2	6	1	1	2	7	7	no
29311	2	3835	1	0	16	-6	1	1	9	1	9	6	7	10	2		5	0															no
9557	2	2690	6	0	15	-8	1	3	2	1	9	7	1	2	3	3	1	0	4	5	5	1	1	5	2	5	5	1	7	2	2	7	no
11218	2	1344	2	1	15	-7	2	1	8	2	9	5	2	4	7	3	4	0	5	5	3	4	1	5	4	1	4	1	4	1	6	6	no
8907	1	923	6	0	15	-5	3	3	6	9	1	5	3	2	3	0	5	0	5	5	1	3	5	5	5	1	4	6	7	1	3	6	no
4236	1	184	1	0	14	-9	1	1	2	2	7	4	6	8	1	0	7	0									4	1	1	6	6	7	yes
12427	2	2502	5	0	12	-2	1	2	8	5	8	4	2	2	3		9	0															no
19540	2	1328	2	0	16	-9	3	1	3	3	3	5	7	10	8	6	4	3	1	4	4	2	1	4	5	1	2	4	7	1	1	6	no
19012	1	2530	3	0	16	-9	4	2	3	7	9	4	7	10	1		4	0															no
38561	2	5199	1	0	13	-3	1	1	3	5	6	3	7	8	4		3	1															no
6951	2	2409	1	0	16	-7	1	1	1	1	3	5	7	9	3	0	3	2	5	3	2	4	4	2	4	1	6	1	2	1	2	6	no
23060	2	404																															no
29401	2	1316																															no
9891	1	2884	1	0	16	-8	2	1	8	2	1	4	8	9	8	3	8	3	5	4	2	4	2	3	5	5	5	1	7	4	6	6	no
34420	1	608	8	0	16	-8	1	3	7	3	3	5	3	1	2	3	2	0	4	4	5	1	2	2	4	4	5	1	7	2	5	6	no
33471	2	3697	3	2	16	-9	4	2	4	2	9	6	8	10	3	0	5	3	1	4	2	1	1	1	3	5	6	6	7	1	3	7	no
22538	1	2529	2	0	12	-5	3	1	6	4	9	5	8	7	3	0	3	0	5	1	3	1	5	1	5	5	6	4	7	5	1	1	yes
25263	1	1975	3	0	14	-9	1	2	1	6	6	4	5	10	4	0	3	3	3	4	4	4	4	3	2	3	6	1	7	3	4	7	yes
16149	2	1585	0	1	14	-8	1	0	9	5	7	5	6	9	2	3	7	1	5	4	5	5	4	4	1	3	7	5	2	4	6	6	no
6785	2	2748	1	0	14	-8	3	1	6	3	9	5	6	7	1	3	5	0	1	1	5	5	4	2	2	3	7	4	1	4	2	6	no
13329	2	2584	4	1	16	-8	1	2	3	3	5	6	7	8	2	0	4	2	2	1	5	3	1	1	4	2	5	1	7	4	2	6	no
84	1	1652	2	0	12	-2	1	1	3	4	4	4	5	7	7		3	0															no
26759	2	1613	3	1	16	-6	1	2	3	8	7	3	8	4	3	3	4	2	4	5	4	2	2	5	1	2	4	1	6	3	7	6	yes
2648	2	2723																															no
32235	2	6686	1	0	16	-7	3	1	8	3	6	4	7	9	3	3	7	0	5	5	2	3	5	5	4	5	7	1	6	2	4	6	no
21167	1	636	1	1	13	-2	2	1	9	9	9	3	9	8	7	6	3	1		1			5				5	3	1	1	3	1	no
27811	2	2147	3	0	15	-8	1	2	1	4	3	5	1	10	3	3	5	1	5	1	3	5	4	3	3	3	4	1	3	7	2	7	no
28841	2	4046	1	0	14	-9	3	1	4	4	4	4	8	8	1		9	0															no
37032	1	3952	1	0	13	-3	1	1	9	2	7	3	6	10	1		2	1															yes
4658	2	494	2	0	13	-6	2	1	7	3	7	5	4	6	1	6	4	2	2	1	5	1	1	1	1	2	7	6	7	5	5	4	no
7389	2	1743	4	0	15	-4	1	2	3	5	9	4	4	10	1	0	3	0	3	1	5	2	2	1	4	5	3	1	3	5	3	5	no
36181	2	1703	1	0	14	-5	3	1	4	2	8	5	4	6	1	0	1	0	1	1	2	4	3	4	3	3	2	2	1	5	6	7	no
29936	2	768	8	0	13	-7	1	3	3	1	5	6	1	7	1	0	6	0	3	5	3	3	1	4	3	2	2	1	5	7	1	7	no
6676	1	1347	2	0	15	-7	2	1	3	8	4	3	7	8	6	0	4	3	3	3	4	2	3	5	3	5	7	1	4	1	6	7	no
9394	2	1205	3	0	13	-5	1	2	2	6	6	5	2	5	2	3	9	2	5	5	5	2	1	1	3	3	5	1	6	7	1	2	no
19949	1	3419	1	0	16	-8	1	1	1	1	7	6	7	10	2		5	1															yes
29165	2	3211	4	0	12	-6	1	2	4	4	6	5	3	10	6		4	0															no
31441	2	1218	29	1	16	-7	1	5	5	3	3	7	1	1	1	0	1	0	4	4	4	2	2	4	3	3	2	1	3	1	3	7	no
13725	2	1253	12	2	13	-5	2	4	7	9	2	2	4	10	2	0	7	1	3	5	2	5	1	1	5	2	6	2	6	3	1	6	no
36780	1	2014	1	0	15	-8	1	1	2	8	9	4	6	9	2	6	7	1	5	2	4	1	2	3	3	4	4	1	1	4	7	7	no
8786	2	4162	5	0	13	-3	1	2	5	4	9	4	4	1	1		6	0															yes
3979	2	3861																															no
38105	2	4810	4	0	14	-7	3	2	4	4	6	8	6	9	4	3	4	3	4	3	3	1	4	5	3	4	7	2	1	4	4	6	no
31963	2	4652	2	0	15	-4	4	1	6	6	1	3	4	7	5	3	4	0	5	5	1	3	5	5	5	1	6	1	6	1	6	6	no
13974	2	3796	1	1	14	-8	1	1	5	3	8	4	5	3	4	6	8	0									3	2	1	5	5	6	no
7740	1	1123	10	0	13	-9	1	4	2	2	6	5	2	8	1	0	4	0	5	5	5	3	1	4	4	3	2	2	5	1	1	7	no
17160	2	1292	9	0	14	-9	1	3	4	1	6	5	3	7	1	0	6	0	2	4	5	1	2	4	1	1	6	1	7	4	1	7	no
33037	2	1531	1	1	14	-5	4	1	3	1	8	5	8	9	1	0	2	2									5	2	5	6	4	1	no
4100	1	4913	1	0	16	-9	3	1	6	4	8	6	3	3	5		7	2															no
25788	2	4922	1	0	16	-9	1	1	1	2	9	4	5	8	2	0	4	0	4	5	4	1	4	3	5	2	2	1	7	1	6	7	yes
1714	2	3028	6	1	15	-7	1	3	3	4	9	6	6	10	1	0	4	0	3	5	2	3	1	3	2	4	2	2	7	2	2	4	no
19191	1	1572	1	0	15	-8	5	1	3	1	8	6	9	8	1	3	5	2	5	5	1	1	5	5	1	5	1	2	6	2	1	6	yes
29107	2	1587	6	0	13	-4	1	3	4	6	6	5	1	5	1	0	4	0	1	3	5	3	2	4	4	4	1	3	7	3	3	5	no
27959	2	3086	1	0	16	-7	1	1	1	1	8	5	6	10	1	3	5	0	5	5	3	2	4	3	1	5	7	1	2	3	6	6	no
19785	1	1437	3	0	15	-8	1	2	1	3	4	5	3	9	6	0	7	1	5	5	5	3	2	4	5	3	1	1	6	7	2	6	no
25314	2	5533	4	1	13	-9	2	2	4	7	8	4	6	9	2	0	6	0	1	5	2	2	1	5	1	3	2	1	7	1	3	7	no
3042	1	3445	2	0	16	-6	4	1	4	2	9	6	6	7	2	0	5	0		2			1				3	1	6	1	1	4	no
17837	1	1829	1	1	16	-7	1	1	3	2	9	4	5	1	1	0	9	0	1	1	5	4	1	1	4	4	5	1	1	6	5	6	no
38458	2	4325	1	0	16	-9	1	1	3	1	5	4	8	10	1	6	8	0	1	5	5	5	4	1	5	2	1	5	1	1	2	7	no
32158	2	3040	1	0	14	-9	2	1	7	3	8	4	3	10	2	0	4	1	2	1	4	3	5	3	1	2	1	2	2	5	6	7	no
281	1	550	1	0	16	-9	1	1	1	4	2	5	8	10	1	6	8	1	1	2	4	4	5	1	1	4	4	2	1	2	7	6	no
28886	2	1532	1	0	16	-7	1	1	1	1	7	6	4	10	3	3	2	1	3	1	4	2	2	5	2	3	5	1	1	1	7	7	no
20060	2	6242	2	0	13	-4	4	1	8	4	7	2	6	8	2	6	4	0	4	3	3	4	3	3	5	1	1	3	5	1	2	5	no
29256	2	775	39	0	13	-6	1	5	1	1	5	7	1	1	1	0	1	0	1	3	5	1	3	5	5	3	3	7	1	1	6	6	no
7547	1	1831	15	4	13	-9	3	4	5	5	5	6	2	3	1	6	8	2	2	1	3	4	1	4	5	2	2	6	7	2	2	6	yes
17410	2	2010	2	0	15	-4	3	1	6	6	4	5	4	2	1	0	6	0	5	1	2	4	1	3	5	1	2	1	2	1	6	6	no
9181	1	1163	2	2	15	-6	2	2	9	9	3	6	4	2	2	6	8	0	4	1	5	5	3	5	1	3	7	1	3	6	6	7	no
33401	1	1492	19	6	16	-9	3	5	6	5	6	5	6	4	5	6	2	0	3	5	1	4	4	3	5	1	1	5	7	2	2	6	no
1334	2	3105	2	0	12	-2	1	1	9	4	5	6	8	6	3	6	1	1	1	4	5	5	3	2	2	4	7	1	5	1	2	2	no
30918	2	3825	2	0	13	-7	4	1	4	1	9	5	8	9	2	3	2	2	1	1	5	4	3	2	4	2	3	2	7	4	4	7	no
33730	1	1306	1	0	15	-2	2	1	6	9	2	3	5	9	1	0	7	0	5	5	5	2	5	5	1	3	5	1	7	3	6	7	no
37773	2	5709	1	0	16	-7	4	1	5	7	6	3	7	9	2		4	1															no
11479	2	1346	8	0	16	-8	1	3	1	3	7	5	2	10	3	0	9	1	5	5	1	4	5	3	2	2	4	2	5	2	1	6	no
32599	1	6592	1	0	16	-9	1	1	1	4	9	6	6	10	1	6	6	2	1	1	2	2	4	1	2	2	2	1	1	2	7	7	no
27268	2	3858	1	0	16	-5	3	1	2	1	4	6	6	10	3	0	7	1	5	4	1	3	5	3	5	3	1	1	6	1	1	6	no
2310	2	2243	5	1	13	-6	1	2	7	2	6	3	3	10	2		2	0															no
13490	1	1899	6	0	12	-2	1	3	3	6	8	3	5	9	2	3	4	3	1	1	5	5	3	4	3	2	6	1	6	4	2	6	no
23383	2	8846																															no
9543	1	4348	1	0	14	-7	1	1	6	7	5	3	7	10	3	0	8	0	1	1	4	1	1	1	4	3	7	3	6	6	2	1	no
17937	2	8825	1	0	16	-6	1	1	2	2	9	6	6	9	1	3	1	0	2	2	2	4	4	5	3	3	5	2	1	4	3	6	yes
35773	2	1346	7	0	15	-6	1	3	3	2	9	7	1	2	2	0	1	0	1	1	4	1	2	3	1	3	5	3	2	6	3	7	no
22722	1	1535	1	0	16	-7	1	1	4	2	9	5	4	10	1	0	6	1	3	1	3	4	1	2	3	4	7	2	1	5	4	6	no
27763	2	911	1	0	14	-8	1	1	4	1	7	6	4	10	2	0	9	1	1	4	5	3	2	2	4	1	5	2	1	5	5	4	no
29466	2	835	2	0	16	-8	1	1	3	2	6	5	7	8	4	0	2	2	2	1	4	3	1	1	3	2	5	1	7	4	2	7	no
33540	2	1721	16	1	13	-3	2	4	7	8	3	4	6	3	4	0	5	0	2	5	2	4	1	5	4	1	1	5	1	1	6	6	no
15674	1	1339	4	1	16	-7	3	2	4	9	2	3	9	10	4	0	9	0	1	4	4	1	1	5	5	2	1	4	7	2	1	6	no
22790	1	990	3	0	16	-7	1	2	1	9	7	5	1	3	1	0	9	0	2	3	5	5	1	2	3	3	7	1	1	6	4	6	no
15858	2	1832	6	0	16	-8	1	3	2	3	5	7	1	2	9	0	3	0	4	3	3	2	1	3	5	4	1	1	7	7	2	7	no
26416	2	4063																															no
7842	2	2977	2	0	16	-6	1	1	8	2	5	4	5	10	4		2	3															no
